"Album","RowID","Track","TrackID","RateCount","Path","ELO","Artist"
"Greatest Hits: The Ultimate Collection","176","Wanted Dead Or Alive","41655","0","D:\Music\Music\Bon Jovi\Greatest Hits_ The Ultimate Collection\05 Wanted Dead Or Alive.m4a","1600","Bon Jovi"
"Conspiracy Of One","177","Want You Bad","41656","0","D:\Music\Music\The Offspring\Conspiracy Of One\04 Want You Bad.m4a","2100","The Offspring"
"Americana","178","Walla Walla","41657","0","D:\Music\Music\The Offspring\Americana\08 Walla Walla.m4a","1600","The Offspring"
"Triple J Hottest 100, Vol. 05","179","Walking On The Sun","41658","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 05\1-08 Walking On The Sun.m4a","1600","Smash Mouth"
"Lullaby Renditions of Green Day","180","Walking Contradiction","41659","0","D:\Music\Music\Rockabye Baby!\Lullaby Renditions of Green Day\10 Walking Contradiction.m4a","1600","Rockabye Baby!"
"Nimrod","181","Walking Alone","41660","0","D:\Music\Music\Green Day\Nimrod\13 Walking Alone.m4a","1600","Green Day"
"One Hot Minute","182","Walkabout","41661","0","D:\Music\Music\Red Hot Chili Peppers\One Hot Minute\08 Walkabout.m4a","1600","Red Hot Chili Peppers"
"Bitter & Twisted","183","Walk Away","41662","0","D:\Music\Music\Area 7\Bitter & Twisted\05 Walk Away.m4a","1600","Area 7"
"Wasting Light","184","Walk","41663","0","D:\Music\Music\Foo Fighters\Wasting Light\11 Walk.m4a","2100","Foo Fighters"
"Rage Against the Machine","185","Wake Up","41664","0","D:\Music\Music\Rage Against the Machine\Rage Against the Machine\07 Wake Up.m4a","1600","Rage Against the Machine"
"State of Emergency","186","Wake Up","41665","0","D:\Music\Music\The Living End\State of Emergency\05 Wake Up.m4a","2100","The Living End"
"American Idiot","187","Wake Me Up When September Ends","41666","0","D:\Music\Music\Green Day\American Idiot\11 Wake Me Up When September Ends.m4a","2100","Green Day"
"Anthology: Through The Years","188","Waiting For Tonight","41667","0","D:\Music\Music\Tom Petty & The Heartbreakers\Anthology_ Through The Years\34 Waiting For Tonight.m4a","1600","Tom Petty & The Heartbreakers"
"White Noise","189","Waiting For The Silence","41668","0","D:\Music\Music\The Living End\White Noise\05 Waiting For The Silence.m4a","1600","The Living End"
"Warning!","190","Waiting","41669","0","D:\Music\Music\Green Day\Warning!\10 Waiting.m4a","1600","Green Day"
"Garage Inc","191","The Wait","41670","0","D:\Music\Music\Metallica\Garage Inc\2-03 The Wait.m4a","1600","Metallica"
"Dude Ranch","192","Waggy","41671","0","D:\Music\Music\Blink-182\Dude Ranch\06 Waggy.m4a","1600","Blink-182"
"Conspiracy Of One","193","Vultures","41672","0","D:\Music\Music\The Offspring\Conspiracy Of One\12 Vultures.m4a","1600","The Offspring"
"Dude Ranch","194","Voyeur","41673","0","D:\Music\Music\Blink-182\Dude Ranch\02 Voyeur.m4a","2600","Blink-182"
"The Ultimate Experience","195","Voodoo Chile (Slight Return)","41674","0","D:\Music\Music\Jimi Hendrix\The Ultimate Experience\06 Voodoo Chile (Slight Return).m4a","2100","Jimi Hendrix"
"21st Century Breakdown","196","¿Viva La Gloria? [Little Girl]","41675","0","D:\Music\Music\Green Day\21st Century Breakdown\12 ¿Viva La Gloria_ [Little Girl].m4a","1600","Green Day"
"21st Century Breakdown","197","¡Viva La Gloria!","41676","0","D:\Music\Music\Green Day\21st Century Breakdown\04 ¡Viva La Gloria!.m4a","1600","Green Day"
"Slideshows","198","The Vision","41677","0","D:\Music\Music\Thirsty Merc\Slideshows\06 The Vision.m4a","1600","Thirsty Merc"
"In Your Honor","199","Virginia Moon","41678","0","D:\Music\Music\Foo Fighters\In Your Honor\2-08 Virginia Moon.m4a","1600","Foo Fighters"
"Groove Family Cyco","200","Violent & Funky","41679","0","D:\Music\Music\Infectious Grooves\Groove Family Cyco\01 Violent & Funky.m4a","1600","Infectious Grooves"
"Blink-182","201","Violence","41680","0","D:\Music\Music\Blink-182\Blink-182\04 Violence.m4a","1600","Blink-182"
"Inglourious Basterds","202","The Verdict (Dopo la Condanna)","41681","0","D:\Music\Music\Various Artists\Inglourious Basterds\02 The Verdict (Dopo la Condanna).m4a","1600","Ennio Morricone"
"By The Way","203","Venice Queen","41682","0","D:\Music\Music\Red Hot Chili Peppers\By The Way\16 Venice Queen.m4a","1600","Red Hot Chili Peppers"
"The Director's Cut","204","Vendetta","41683","0","D:\Music\Music\Fantômas\The Director's Cut\12 Vendetta.m4a","1600","Fantômas"
"California","205","Vanity Fair","41684","0","D:\Music\Music\Mr. Bungle\California\09 Vanity Fair.m4a","1600","Mr. Bungle"
"Valleys Of Neptune","206","Valleys of Neptune","41685","0","D:\Music\Music\Jimi Hendrix\Valleys Of Neptune\02 Valleys of Neptune.m4a","1600","Jimi Hendrix"
"Self Titled","207","Valley","41686","0","D:\Music\Music\John Butler Trio\Self Titled\01 Valley.m4a","1600","John Butler Trio"
"Grand National","208","Used To Get High","41687","0","D:\Music\Music\John Butler Trio\Grand National\06 Used To Get High.m4a","1600","John Butler Trio"
"Only By The Night","209","Use Somebody","41688","0","D:\Music\Music\Kings Of Leon\Only By The Night\04 Use Somebody.m4a","1600","Kings Of Leon"
"10,9,8,7,6,5,4,3,2,1","210","US Forces","41689","0","D:\Music\Music\Midnight Oil\10,9,8,7,6,5,4,3,2,1\06 US Forces.m4a","1600","Midnight Oil"
"Greatest Hits Volume II","211","Uptown Girl","41690","0","D:\Music\Music\Billy Joel\Greatest Hits Volume II\11 Uptown Girl.m4a","1600","Billy Joel"
"Nimrod","212","Uptight","41691","0","D:\Music\Music\Green Day\Nimrod\09 Uptight.m4a","1600","Green Day"
"The Gang's All Here","213","Upstarts And Broken Hearts","41692","0","D:\Music\Music\Dropkick Murphys\The Gang's All Here\06 Upstarts And Broken Hearts.m4a","1600","Dropkick Murphys"
"To The Sea","214","The Upsetter","41693","0","D:\Music\Music\Jack Johnson\To The Sea\09 The Upsetter.m4a","1600","Jack Johnson"
"The Colour and the Shape","215","Up in Arms","41694","0","D:\Music\Music\Foo Fighters\The Colour and the Shape\06 Up in Arms.m4a","1600","Foo Fighters"
"Neighborhoods (Deluxe Version)","216","Up All Night","41695","0","D:\Music\Music\Blink-182\Neighborhoods (Deluxe Version)\03 Up All Night.m4a","2100","Blink-182"
"Niandra Lades And Usually Just A T-Shirt","217","Untitled #7","41696","0","D:\Music\Music\John Frusciante\Niandra Lades And Usually Just A T-Shirt\19 Untitled #7.m4a","1600","John Frusciante"
"Niandra Lades And Usually Just A T-Shirt","218","Untitled #6","41697","0","D:\Music\Music\John Frusciante\Niandra Lades And Usually Just A T-Shirt\18 Untitled #6.m4a","1600","John Frusciante"
"Dude Ranch","219","Untitled","41698","0","D:\Music\Music\Blink-182\Dude Ranch\08 Untitled.m4a","2100","Blink-182"
"Load","220","Until It Sleeps","41699","0","D:\Music\Music\Metallica\Load\04 Until It Sleeps.m4a","1600","Metallica"
"Bitter & Twisted","221","Unsung Hero","41700","0","D:\Music\Music\Area 7\Bitter & Twisted\10 Unsung Hero.m4a","1600","Area 7"
"St. Anger","222","The Unnamed Feeling","41701","0","D:\Music\Music\Metallica\St. Anger\09 The Unnamed Feeling.m4a","1600","Metallica"
"The Ending Is Just the Beginning Repeating","223","Universe","41702","0","D:\Music\Music\The Living End\The Ending Is Just the Beginning Repeati\10 Universe.m4a","1600","The Living End"
"The Ending Is Just the Beginning Repeating","224","United","41703","0","D:\Music\Music\The Living End\The Ending Is Just the Beginning Repeati\09 United.m4a","1600","The Living End"
"Death Magnetic","225","The Unforgiven Iii","41704","0","D:\Music\Music\Metallica\Death Magnetic\07 The Unforgiven Iii.m4a","1600","Metallica"
"Reload","226","The Unforgiven II","41705","0","D:\Music\Music\Metallica\Reload\04 The Unforgiven II.m4a","2100","Metallica"
"Lullaby Renditions of Metallica","227","The Unforgiven","41706","0","D:\Music\Music\Rockabye Baby!\Lullaby Renditions of Metallica\07 The Unforgiven.m4a","1600","Rockabye Baby!"
"Metallica","228","The Unforgiven","41707","0","D:\Music\Music\Metallica\Metallica\04 The Unforgiven.m4a","2100","Metallica"
"Thirsty Merc","229","Undivided Love","41708","0","D:\Music\Music\Thirsty Merc\Thirsty Merc\03 Undivided Love.m4a","1600","Thirsty Merc"
"The Resistance","230","Undisclosed Desires","41709","0","D:\Music\Music\Muse\The Resistance\03 Undisclosed Desires.m4a","1600","Muse"
"The Real Thing","231","Underwater Love","41710","0","D:\Music\Music\Faith No More\The Real Thing\07 Underwater Love.m4a","1600","Faith No More"
"Ben Folds Five","232","Underground","41711","0","D:\Music\Music\Ben Folds Five\Ben Folds Five\06 Underground.m4a","2600","Ben Folds Five"
"Blood Sugar Sex Magik","233","Under The Bridge","41712","0","D:\Music\Music\Red Hot Chili Peppers\Blood Sugar Sex Magik\11 Under The Bridge.m4a","1600","Red Hot Chili Peppers"
"Lullaby Renditions of Queen","234","Under Pressure","41713","0","D:\Music\Music\Rockabye Baby!\Lullaby Renditions of Queen\03 Under Pressure.m4a","1600","Rockabye Baby!"
"Greatest Hits III","235","Under Pressure","41714","0","D:\Music\Music\Queen\Greatest Hits III\02 Under Pressure.m4a","1600","Queen & David Bowie"
"Self Titled","236","Under An Indian Sky","41715","0","D:\Music\Music\John Butler Trio\Self Titled\09 Under An Indian Sky.m4a","1600","John Butler Trio"
"Graceland","237","Under African Skies","41716","0","D:\Music\Music\Paul Simon\Graceland\07 Under African Skies.m4a","1600","Paul Simon"
"Ben Folds Five","238","Uncle Walter","41717","0","D:\Music\Music\Ben Folds Five\Ben Folds Five\08 Uncle Walter.m4a","1600","Ben Folds Five"
"Hefty Fine","239","Uhn Tiss Uhn Tiss Uhn Tiss","41718","0","D:\Music\Music\Bloodhound Gang\Hefty Fine\11 Uhn Tiss Uhn Tiss Uhn Tiss.m4a","1600","Bloodhound Gang"
"Alright, Still","240","U Killed It","41719","0","D:\Music\Music\Lily Allen\Alright, Still\17 U Killed It.m4a","1600","Lily Allen"
"I'm Not Dead","241","U + Ur Hand","41720","0","D:\Music\Music\P!nk\I'm Not Dead\09 U + Ur Hand.m4a","1600","P!nk"
"Bat Out of Hell","242","Two Out Of Three Ain't Bad","41721","0","D:\Music\Music\Meat Loaf\Bat Out of Hell\05 Two Out Of Three Ain't Bad.m4a","1600","Meat Loaf"
"The Very Best Of Fleetwood Mac","243","Tusk","41722","0","D:\Music\Music\Fleetwood Mac\The Very Best Of Fleetwood Mac\1-13 Tusk.m4a","2100","Fleetwood Mac"
"Sarsippius' Ark","244","Turtle Wax (Funkaholics Anonymous)","41723","0","D:\Music\Music\Infectious Grooves\Sarsippius' Ark\02 Turtle Wax (Funkaholics Anonymous.m4a","1600","Infectious Grooves"
"Chickenfoot","245","Turnin' Left","41724","0","D:\Music\Music\Chickenfoot\Chickenfoot\10 Turnin' Left.m4a","1600","Chickenfoot"
"To The Sea","246","Turn Your Love","41725","0","D:\Music\Music\Jack Johnson\To The Sea\08 Turn Your Love.m4a","1600","Jack Johnson"
"Stadium Arcadium: Mars","247","Turn It Again","41726","0","D:\Music\Music\Red Hot Chili Peppers\Stadium Arcadium_ Mars\2-13 Turn It Again.m4a","1600","Red Hot Chili Peppers"
"Stone Sour","248","Tumult","41727","0","D:\Music\Music\Stone Sour\Stone Sour\12 Tumult.m4a","1600","Stone Sour"
"Garage Inc","249","Tuesday's Gone","41728","0","D:\Music\Music\Metallica\Garage Inc\1-10 Tuesday's Gone.m4a","2100","Metallica"
"Matchbook","250","Tucker's Daughter","41729","0","D:\Music\Music\Ian Moss\Matchbook\01 Tucker's Daughter.m4a","1600","Ian Moss"
"The Commitments","251","Try A Little Tenderness","41730","0","D:\Music\Music\The Commitments\The Commitments\07 Try A Little Tenderness.m4a","1600","The Commitments"
"Songs For Silverman","252","Trusted","41731","0","D:\Music\Music\Ben Folds\Songs For Silverman\06 Trusted.m4a","1600","Ben Folds"
"Rise & Fall, Rage & Grace","253","Trust In You","41732","0","D:\Music\Music\The Offspring\Rise & Fall, Rage & Grace\02 Trust In You.m4a","1600","The Offspring"
"I-Empire","254","True Love","41733","0","D:\Music\Music\Angels & Airwaves\I-Empire\08 True Love.m4a","1600","Angels & Airwaves"
"Try This","255","Trouble","41734","0","D:\Music\Music\P!nk\Try This\01 Trouble.m4a","1600","P!nk"
"Self Titled","256","Trees","41735","0","D:\Music\Music\John Butler Trio\Self Titled\04 Trees.m4a","1600","John Butler Trio"
"Sunrise Over Sea","257","Treat Yo Mama","41736","0","D:\Music\Music\John Butler Trio\Sunrise Over Sea\01 Treat Yo Mama.m4a","1600","John Butler Trio"
"The Commitments","258","Treat Her Right","41737","0","D:\Music\Music\The Commitments\The Commitments\08 Treat Her Right.m4a","1600","The Commitments"
"Beetlejuice","259","Travel Music","41738","0","D:\Music\Music\Danny Elfman\Beetlejuice\02 Travel Music.m4a","1600","Danny Elfman"
"Ride The Lightning","260","Trapped Under Ice","41739","0","D:\Music\Music\Metallica\Ride The Lightning\05 Trapped Under Ice.m4a","1600","Metallica"
"The Living End","261","Trapped","41740","0","D:\Music\Music\The Living End\The Living End\09 Trapped.m4a","1600","The Living End"
"One Hot Minute","262","Transcending","41741","0","D:\Music\Music\Red Hot Chili Peppers\One Hot Minute\13 Transcending.m4a","1600","Red Hot Chili Peppers"
"White Noise Rarities Collector's Edition","263","Tragedy","41742","0","D:\Music\Music\The Living End\White Noise Rarities Collector's Edition\2-03 Tragedy.m4a","1600","The Living End"
"On And On","264","Traffic In The Sky","41743","0","D:\Music\Music\Jack Johnson\On And On\03 Traffic In The Sky.m4a","1600","Jack Johnson"
"Frizzle Fry","265","The Toys Go Winding Down","41744","0","D:\Music\Music\Primus\Frizzle Fry\08 The Toys Go Winding Down.m4a","1600","Primus"
"The Riddle Box","266","Toy Box","41745","0","D:\Music\Music\Insane Clown Posse\The Riddle Box\06 Toy Box.m4a","1600","Insane Clown Posse"
"The Rocky Horror Picture Show","267","Touch-A, Touch-A, Touch Me","41746","0","D:\Music\Music\Various Artists\The Rocky Horror Picture Show\09 Touch-A, Touch-A, Touch Me.m4a","1600","Susan Sarandon"
"The Essential","268","Touch","41747","0","D:\Music\Music\Noiseworks\The Essential\07 Touch.m4a","1600","Noiseworks"
"Stadium Arcadium: Jupiter","269","Torture Me","41748","0","D:\Music\Music\Red Hot Chili Peppers\Stadium Arcadium_ Jupiter\1-08 Torture Me.m4a","1600","Red Hot Chili Peppers"
"From Dusk Till Dawn","270","Torquay","41749","0","D:\Music\Music\Various Artists\From Dusk Till Dawn\08 Torquay.m4a","1600","The Leftovers"
"Left of the Middle","271","Torn","41750","0","D:\Music\Music\Natalie Imbruglia\Left of the Middle\10 Torn.m4a","1600","Natalie Imbruglia"
"Greatest Hits III","272","Too Much Love Will Kill You","41751","0","D:\Music\Music\Queen\Greatest Hits III\04 Too Much Love Will Kill You.m4a","1600","Queen"
"Frizzle Fry","273","Too Many Puppies","41752","0","D:\Music\Music\Primus\Frizzle Fry\03 Too Many Puppies.m4a","2100","Primus"
"I Told You I Was Freaky","274","Too Many Dicks [On the Dancefloor]","41753","0","D:\Music\Music\Flight of the Conchords\I Told You I Was Freaky\09 Too Many Dicks [On the Dancefloor.m4a","1600","Flight of the Conchords"
"The Commitments (Deluxe Edition)","275","Too Many Cooks (Spoil The Soup)","41754","0","D:\Music\Music\The Commitments\The Commitments (Deluxe Edition)\2-14 Too Many Cooks (Spoil The Soup).m4a","1600","Andrew Strong"
"Garage Inc","276","Too Late Too Late","41755","0","D:\Music\Music\Metallica\Garage Inc\2-01 Too Late Too Late.m4a","1600","Metallica"
"On And On","277","Tomorrow Morning","41756","0","D:\Music\Music\Jack Johnson\On And On\10 Tomorrow Morning.m4a","1600","Jack Johnson"
"The Meanest of Times","278","Tomorrow's Industry","41757","0","D:\Music\Music\Dropkick Murphys\The Meanest of Times\04 Tomorrow's Industry.m4a","1600","Dropkick Murphys"
"Frogstomp","279","Tomorrow","41758","0","D:\Music\Music\Silverchair\Frogstomp\02 Tomorrow.m4a","1600","Silverchair"
"Sailing The Seas Of Cheese","280","Tommy The Cat","41759","0","D:\Music\Music\Primus\Sailing The Seas Of Cheese\09 Tommy The Cat.m4a","1600","Primus"
"Mousetrap Heart","281","Tommy and Krista","41760","0","D:\Music\Music\Thirsty Merc\Mousetrap Heart\04 Tommy and Krista.m4a","1600","Thirsty Merc"
"Naked Baby Photos","282","Tom & Mary","41761","0","D:\Music\Music\Ben Folds Five\Naked Baby Photos\06 Tom & Mary.m4a","1600","Ben Folds Five"
"Electric Dreams","283","Together In Electric Dreams","41762","0","D:\Music\Music\Georgio Moroder & Phil Oakly\Electric Dreams\07 Together In Electric Dreams.m4a","1600","Philip Oakey & Giorgio Moroder"
"To The Sea","284","To The Sea","41763","0","D:\Music\Music\Jack Johnson\To The Sea\02 To The Sea.m4a","1600","Jack Johnson"
"Black Sunday","285","A To The K","41764","0","D:\Music\Music\Cypress Hill\Black Sunday\12 A To The K.m4a","1600","Cypress Hill"
"April Uprising","286","To Look Like You","41765","0","D:\Music\Music\John Butler Trio\April Uprising\11 To Look Like You.m4a","1600","John Butler Trio"
"...And Justice for All","287","To Live Is To Die","41766","0","D:\Music\Music\Metallica\_..And Justice for All\08 To Live Is To Die.m4a","1600","Metallica"
"Mellon Collie and the Infinite Sadness","288","To Forgive","41767","0","D:\Music\Music\Smashing Pumpkins\Mellon Collie and the Infinite Sadness\1-07 To Forgive.m4a","1600","Smashing Pumpkins"
"Frizzle Fry","289","To Defy The Laws Of Tradition","41768","0","D:\Music\Music\Primus\Frizzle Fry\01 To Defy The Laws Of Tradition.m4a","1600","Primus"
"Music to Make Love to Your Old Lady By","290","To Catch a Thief","41769","0","D:\Music\Music\Lovage\Music to Make Love to Your Old Lady By\05 To Catch a Thief.m4a","1600","Lovage"
"One by One","291","Tired of You","41770","0","D:\Music\Music\Foo Fighters\One by One\06 Tired of You.m4a","2100","Foo Fighters"
"Miscellaneous Debris","292","Tippi Toes","41771","0","D:\Music\Music\Primus\Miscellaneous Debris\04 Tippi Toes.m4a","1600","Primus"
"Greatest Hits 1970-2002","293","Tiny Dancer","41772","0","D:\Music\Music\Elton John\Greatest Hits 1970-2002\02 Tiny Dancer.m4a","2600","Elton John"
"Live","294","Tiny Dancer","41773","0","D:\Music\Music\Ben Folds\Live\13 Tiny Dancer.m4a","1600","Ben Folds"
"On And On","295","Times Like These","41774","0","D:\Music\Music\Jack Johnson\On And On\01 Times Like These.m4a","2100","Jack Johnson"
"One by One","296","Times Like These","41775","0","D:\Music\Music\Foo Fighters\One by One\04 Times Like These.m4a","2100","Foo Fighters"
